Algorithm,Width,Height,Threads,Seed,FillPercent,Run,TimeMs
OMP_Rows,100,100,8,42,0.40,22,58.031000
OMP_Rows,100,100,8,42,0.40,23,57.262000
OMP_Rows,100,100,8,42,0.40,24,57.819000
OMP_Rows,100,100,8,42,0.40,AVG,58.174000
OMP_Rows,100,100,12,42,0.40,0,90.863000
OMP_Rows,100,100,12,42,0.40,1,90.282000
OMP_Rows,100,100,12,42,0.40,2,91.959000
OMP_Rows,100,100,12,42,0.40,3,89.894000
OMP_Rows,100,100,12,42,0.40,4,87.701000
OMP_Rows,100,100,12,42,0.40,5,86.974000
OMP_Rows,100,100,12,42,0.40,6,88.111000
OMP_Rows,100,100,12,42,0.40,7,87.531000
OMP_Rows,100,100,12,42,0.40,8,91.294000
OMP_Rows,100,100,12,42,0.40,9,89.685000
OMP_Rows,100,100,12,42,0.40,10,87.396000
OMP_Rows,100,100,12,42,0.40,11,86.944000
OMP_Rows,100,100,12,42,0.40,12,86.981000
OMP_Rows,100,100,12,42,0.40,13,89.957000
OMP_Rows,100,100,12,42,0.40,14,89.597000
OMP_Rows,100,100,12,42,0.40,15,91.795000
OMP_Rows,100,100,12,42,0.40,16,90.788000
OMP_Rows,100,100,12,42,0.40,17,89.854000
OMP_Rows,100,100,12,42,0.40,18,90.468000
OMP_Rows,100,100,12,42,0.40,19,88.931000
OMP_Rows,100,100,12,42,0.40,20,87.224000
OMP_Rows,100,100,12,42,0.40,21,89.746000
OMP_Rows,100,100,12,42,0.40,22,88.151000
OMP_Rows,100,100,12,42,0.40,23,90.978000
OMP_Rows,100,100,12,42,0.40,24,87.681000
OMP_Rows,100,100,12,42,0.40,AVG,89.231400
OMP_Rows,100,100,16,42,0.40,0,117.784000
OMP_Rows,100,100,16,42,0.40,1,119.802000
OMP_Rows,100,100,16,42,0.40,2,119.616000
OMP_Rows,100,100,16,42,0.40,3,113.395000
OMP_Rows,100,100,16,42,0.40,4,115.614000
OMP_Rows,100,100,16,42,0.40,5,117.230000
OMP_Rows,100,100,16,42,0.40,6,116.589000
OMP_Rows,100,100,16,42,0.40,7,113.144000
OMP_Rows,100,100,16,42,0.40,8,113.524000
OMP_Rows,100,100,16,42,0.40,9,115.713000
OMP_Rows,100,100,16,42,0.40,10,118.372000
OMP_Rows,100,100,16,42,0.40,11,119.505000
OMP_Rows,100,100,16,42,0.40,12,118.416000
OMP_Rows,100,100,16,42,0.40,13,120.457000
OMP_Rows,100,100,16,42,0.40,14,116.932000
OMP_Rows,100,100,16,42,0.40,15,114.403000
OMP_Rows,100,100,16,42,0.40,16,115.735000
OMP_Rows,100,100,16,42,0.40,17,117.349000
OMP_Rows,100,100,16,42,0.40,18,115.909000
OMP_Rows,100,100,16,42,0.40,19,114.258000
OMP_Rows,100,100,16,42,0.40,20,113.213000
OMP_Rows,100,100,16,42,0.40,21,116.125000
OMP_Rows,100,100,16,42,0.40,22,117.640000
OMP_Rows,100,100,16,42,0.40,23,120.194000
OMP_Rows,100,100,16,42,0.40,24,118.556000
OMP_Rows,100,100,16,42,0.40,AVG,116.779000
OMP_Rows,100,100,20,42,0.40,0,142.339000
OMP_Rows,100,100,20,42,0.40,1,141.706000
OMP_Rows,100,100,20,42,0.40,2,145.152000
OMP_Rows,100,100,20,42,0.40,3,146.539000
OMP_Rows,100,100,20,42,0.40,4,145.475000
OMP_Rows,100,100,20,42,0.40,5,146.273000
OMP_Rows,100,100,20,42,0.40,6,143.838000
OMP_Rows,100,100,20,42,0.40,7,142.736000
OMP_Rows,100,100,20,42,0.40,8,147.646000
OMP_Rows,100,100,20,42,0.40,9,141.066000
OMP_Rows,100,100,20,42,0.40,10,141.449000
OMP_Rows,100,100,20,42,0.40,11,143.290000
OMP_Rows,100,100,20,42,0.40,12,145.532000
OMP_Rows,100,100,20,42,0.40,13,146.794000
OMP_Rows,100,100,20,42,0.40,14,146.592000
OMP_Rows,100,100,20,42,0.40,15,145.628000
OMP_Rows,100,100,20,42,0.40,16,142.785000
OMP_Rows,100,100,20,42,0.40,17,143.776000
OMP_Rows,100,100,20,42,0.40,18,144.367000
OMP_Rows,100,100,20,42,0.40,19,140.819000
OMP_Rows,100,100,20,42,0.40,20,142.049000
OMP_Rows,100,100,20,42,0.40,21,144.577000
OMP_Rows,100,100,20,42,0.40,22,146.488000
OMP_Rows,100,100,20,42,0.40,23,145.554000
OMP_Rows,100,100,20,42,0.40,24,145.674000
OMP_Rows,100,100,20,42,0.40,AVG,144.325760
OMP_Rows,500,500,2,42,0.40,0,59.682000
OMP_Rows,500,500,2,42,0.40,1,61.755000
OMP_Rows,500,500,2,42,0.40,2,59.281000
OMP_Rows,500,500,2,42,0.40,3,59.017000
OMP_Rows,500,500,2,42,0.40,4,59.668000
OMP_Rows,500,500,2,42,0.40,5,59.014000
OMP_Rows,500,500,2,42,0.40,6,59.403000
OMP_Rows,500,500,2,42,0.40,7,58.991000
OMP_Rows,500,500,2,42,0.40,8,59.455000
OMP_Rows,500,500,2,42,0.40,9,59.464000
OMP_Rows,500,500,2,42,0.40,10,59.873000
OMP_Rows,500,500,2,42,0.40,11,59.394000
OMP_Rows,500,500,2,42,0.40,12,60.716000
OMP_Rows,500,500,2,42,0.40,13,59.251000
OMP_Rows,500,500,2,42,0.40,14,59.334000
OMP_Rows,500,500,2,42,0.40,15,60.511000
OMP_Rows,500,500,2,42,0.40,16,62.030000
OMP_Rows,500,500,2,42,0.40,17,62.061000
OMP_Rows,500,500,2,42,0.40,18,62.988000
OMP_Rows,500,500,2,42,0.40,19,59.233000
OMP_Rows,500,500,2,42,0.40,20,60.174000
OMP_Rows,500,500,2,42,0.40,21,59.887000
OMP_Rows,500,500,2,42,0.40,22,58.876000
OMP_Rows,500,500,2,42,0.40,23,59.462000
OMP_Rows,500,500,2,42,0.40,24,59.687000
OMP_Rows,500,500,2,42,0.40,AVG,59.387333
OMP_Rows,500,500,3,42,0.40,0,50.731000
OMP_Rows,500,500,3,42,0.40,1,51.495000
OMP_Rows,500,500,3,42,0.40,2,51.825000
OMP_Rows,500,500,3,42,0.40,3,51.297000
OMP_Rows,500,500,3,42,0.40,4,51.471000
OMP_Rows,500,500,3,42,0.40,5,51.482000
OMP_Rows,500,500,3,42,0.40,6,51.889000
OMP_Rows,500,500,3,42,0.40,7,51.562000
OMP_Rows,500,500,3,42,0.40,8,51.813000
OMP_Rows,500,500,3,42,0.40,9,52.088000
OMP_Rows,500,500,3,42,0.40,10,51.764000
OMP_Rows,500,500,3,42,0.40,11,52.744000
OMP_Rows,500,500,3,42,0.40,12,52.154000
OMP_Rows,500,500,3,42,0.40,13,52.777000
OMP_Rows,500,500,3,42,0.40,14,51.585000
OMP_Rows,500,500,3,42,0.40,15,51.526000
OMP_Rows,500,500,3,42,0.40,16,52.673000
